timestamp,ticker,interval_sec,bar,type,reason,price,macd,signal,entry_price,entry_bar,bars_held,tp,sl,highest,ts_pct,ts_armed
2025-11-19 19:09:35,KRW-SUI,minute3,490,SELL,Take Profit,2475,8.334420140033671,5.366864596327833,2455,490,0,2467.2749999999996,1964,,,0
2025-11-19 18:51:23,KRW-SUI,minute3,495,BUY,signal_positive,2455,1.4123939619003067,0.2914908887166565,,495,0,,,,,0
2025-11-19 16:24:46,KRW-SUI,minute3,495,SELL,Take Profit,2447,9.237208470050973,8.112392907965305,2434,495,0,2446.1699999999996,1947.2,,,0
2025-11-19 15:57:28,KRW-SUI,minute3,497,BUY,signal_positive,2434,3.389741343768492,0.6339146355731389,,497,0,,,,,0
2025-11-19 11:00:05,KRW-SUI,minute3,494,SELL,MACD Negative,2467,-0.13402462446083518,1.1895310891400745,2478,494,0,2490.39,1982.4,,0.1,0
2025-11-19 10:27:41,KRW-SUI,minute3,494,BUY,signal_positive,2478,3.829444377855907,0.6109232139093419,,494,0,,,,,0
2025-11-19 08:21:14,KRW-SUI,minute3,497,SELL,MACD Negative,2480,-1.996023405791675,1.6265717288923922,2486,497,0,2498.43,1988.8000000000002,,0.1,0
2025-11-19 07:39:46,KRW-SUI,minute3,495,BUY,signal_positive,2486,5.777673934190716,0.21019172192284552,,495,0,,,,,0
